authorDisplayName,textDisplay,textDisplayAdj,scores,neg_score,pos_score,neu_score,compound_score,sentiment,publishedAt
@EXTRA_WAVY,I want to ride it.,want ride,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.0772}",0.0,0.245,0.755,0.0772,positive,2024-07-02T06:47:59Z
@hiimshana,"Honestly, this story quest was really good",honestly story quest really good,"{'neg': 0.0, 'neu': 0.447, 'pos': 0.553, 'compound': 0.7346}",0.0,0.553,0.447,0.7346,positive,2024-07-02T06:46:37Z
@viole1896,kuro cooked with this 🔥🔥🔥,kuro cooked,"{'neg': 0.654, 'neu': 0.346, 'pos': 0.0, 'compound': -0.7615}",0.654,0.0,0.346,-0.7615,negative,2024-07-02T06:42:35Z
@ArchonOfDoom,"The 1.1 update was a HUGE step foward for Kuro Games. The EN voice acting was so much better, and the story was also improved. For me, the main improvement is the main character&#39;s weight on the story. In hoyoverse games, it is rare to see the main character interract vocally with others, this happened here for the entirety of the story. Huge props to Kuro Games for keeping the spirit of main character.<br>The new characters were immensely nice, the npc-s model worked fine, and the new enemy models are top notch as well.<br>The difficulty keep spiking up, wich should be the norm, and the exploration factor still has the grasp on the player, to urge them to keep playing.<br><br>Huge ups for Kuro games, however I would like to share an insight.<br>Spoiler alert:<br><br><br><br><br><br><br>When I first met Jinshi in the story, in the version 1.1, a &quot;hoyoverse&quot; moment happened.<br>She was supposed to be bleeding, according to Changli, hurt and tired. She was on the Mt. for a while and is currently were fighting 3 Glacio Dreadmanes, at the same time, who she managed to one-shot with ease. (Keep in mind that Glacio Dreadmanes are no joke in the game, they hit hard and have a lot of health.)<br>This happened when she was &quot;supposed&quot; to be hurt and tired. This feeling were thrown out of the window right there.<br><br>Her character model/skin was clean like snow. Nothing happened that would make the player worry for her, she didn&#39;t pant, she didn&#39;t look exhausted, she wasn&#39;t hurt.<br>I don&#39;t want to see her in blood, nor yelping out, no. I&#39;m not saying that. I am saying that some little details should be added at times like theese. Dirt, dust!<br>This is what I would call a &quot;hoyoverse&quot; moment, where most of theese moments happen in the talk. Show, don&#39;t tell. You don&#39;t need to treasure girlies so much on screen, we are not snowflakes. The worry factor were thrown out of the window.<br><br>Remember 1.0? When the guy at the cannon died on screen infront of the main character? He was full of dirt and blood, and he told us that he bought enough time for the cannon, wich made the scene emotional. Being a random character instead a playeable one, this definetly was a HUGE step foward in gacha games history, in my opinion.<br><br>I am saying again, I didn&#39;t want to see Jinshi in blood. A little spec of dust on her cheeks, more of thoose &quot;scales&quot; should have been on her body, make her pant a little more, let the audience worry for her. (She is also pretty heavy waifu material, so showing her more vulnereable would fuel more emotion for the scene, in my opinion.)<br><br>Sorry for the wall of text, and well theese are just MY OPINION. It is totally possible that I am overreacting, I just see some hints that happened mostly in Genshin/hsr and it would ruin the immersion in my opinion. Mostly at least.<br>Overall the 1.1 update was a HUGE step foward, and I think It is one of the best updates, any gacha games had over the years.<br>Hats off Kuro Games, thanks for making theese improvements.<br>Also thanks for reading, cheers o/",update huge step foward kuro game en voice acting much better story also improved main improvement main character weight story hoyoverse game rare see main character interract vocally others happened entirety story huge prop kuro game keeping spirit main character new character immensely nice npc model worked fine new enemy model top notch well difficulty keep spiking wich norm exploration factor still grasp player urge keep playing huge ups kuro game however would like share insight spoiler alert first met jinshi story version hoyoverse moment happened supposed bleeding according changli hurt tired mt currently fighting glacio dreadmanes time managed one shot ease keep mind glacio dreadmanes joke game hit hard lot health happened supposed hurt tired feeling thrown window right character model skin clean like snow nothing happened would make player worry pant look exhausted hurt want see blood yelping saying saying little detail added time like theese dirt dust would call hoyoverse moment theese moment happen talk show tell need treasure girlies much screen snowflake worry factor thrown window remember guy cannon died screen infront main character full dirt blood told u bought enough time cannon wich made scene emotional random character instead playeable one definetly huge step foward gacha game history opinion saying want see jinshi blood little spec dust cheek thoose scale body make pant little let audience worry also pretty heavy waifu material showing vulnereable would fuel emotion scene opinion sorry wall text well theese opinion totally possible overreacting see hint happened mostly genshin hsr would ruin immersion opinion mostly least overall update huge step foward think one best update gacha game year hat kuro game thanks making theese improvement also thanks reading cheer,"{'neg': 0.074, 'neu': 0.802, 'pos': 0.124, 'compound': 0.9728}",0.074,0.124,0.802,0.9728,positive,2024-07-02T06:42:32Z
@wholethedogsout880,Agreed about the injury details,agreed injury detail,"{'neg': 0.354, 'neu': 0.38, 'pos': 0.266, 'compound': -0.1779}",0.354,0.266,0.38,-0.1779,negative,2024-07-02T11:58:26Z
@Melty999,great stuff,great stuff,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.0,0.804,0.196,0.6249,positive,2024-07-02T06:41:14Z
@ayakasimp3877,"1.1 story quest was so much better than 1.0, just hoping that “Abby” doesn’t take much screentime in the future quests too",story quest much better hoping abby take much screentime future quest,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.7165}",0.0,0.23,0.77,0.7165,positive,2024-07-02T06:40:27Z
@wholethedogsout880,"Wdym “too” Abby showed up at the beginning for two seconds, went tf to sleep, and then showed up at the end for two seconds",wdym abby showed beginning two second went tf sleep showed end two second,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T11:59:32Z
@ayakasimp3877,@@wholethedogsout880 Read my comment again.,wholethedogsout read comment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-03T21:18:16Z
@danielvutran,"absolute kino <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",absolute kino,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T06:38:40Z
@Rotyxium,"goofy ah scream, the JP is like phenomenally top tier",goofy ah scream jp like phenomenally top tier,"{'neg': 0.174, 'neu': 0.386, 'pos': 0.44, 'compound': 0.4824}",0.174,0.44,0.386,0.4824,positive,2024-07-02T06:35:20Z
@entaro7353,"It&#39;s really cool, but if you really want to do something great and hear a lot more &quot;genshin could never&quot;, allow player to really choose something. At least two different final state of mt. Firmanent will be awesome.",really cool really want something great hear lot genshin could never allow player really choose something least two different final state mt firmanent awesome,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.9541}",0.0,0.344,0.656,0.9541,positive,2024-07-02T06:33:23Z
@MyLovelyForm,"We finally wuthered our waves , Genshin could never",finally wuthered wave genshin could never,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T06:27:49Z
@erinos-impact,A work of art...,work art,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T06:16:54Z
@ZEN-zen9,PEAK CINEMA!,peak cinema,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T06:05:50Z
@D-EAGLE_117,Im glas im at a time where i dont need to watch the cinematics on YouTube,im glas im time dont need watch cinematics youtube,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T06:05:30Z
@D4rkSl4y3r-x3l,Kuro pls ❤ double or triple the creditreward this is SO BAD i cant farm echos or credits because nothing is efficient ❤ As a whale pls make more reward ❤,kuro pls double triple creditreward bad cant farm echo credit nothing efficient whale pls make reward,"{'neg': 0.156, 'neu': 0.45, 'pos': 0.395, 'compound': 0.9062}",0.156,0.395,0.45,0.9062,positive,2024-07-02T06:03:11Z
@pasqualeesposito7188,Loved the story!,loved story,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.636}",0.0,0.677,0.323,0.636,positive,2024-07-02T05:48:55Z
@Phiestra,Screaming bocchi is the best bocchi,screaming bocchi best bocchi,"{'neg': 0.241, 'neu': 0.37, 'pos': 0.389, 'compound': 0.3818}",0.241,0.389,0.37,0.3818,positive,2024-07-02T05:45:46Z
@deepusarath2987,Do something about the mobile ping issue ..i love this game pls dont make me quit,something mobile ping issue love game pls dont make quit,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.6705}",0.0,0.282,0.718,0.6705,positive,2024-07-02T05:44:57Z
@Unknown-jg4uq,"What I don&#39;t understand is... wasn&#39;t Jué supposed to die? If this is the outcome then there are no repercussions at all, it would make Jué&#39;s prophecy useless... unless Jué also foresees Jinhsi&#39;s triumph and the only way to ensure that was by making sure Jinhsi believes that Jué&#39;s going to die?",understand ju supposed die outcome repercussion would make ju prophecy useless unless ju also foresees jinhsi triumph way ensure making sure jinhsi belief ju going die,"{'neg': 0.199, 'neu': 0.68, 'pos': 0.121, 'compound': -0.7319}",0.199,0.121,0.68,-0.7319,negative,2024-07-02T05:42:53Z
@jakeblitzcoffie4859,It was just a test. And she passed. Jue did this to make sure Jinshi was worthy of its power. She was never going to actually 1v1 Jue and win.,test passed jue make sure jinshi worthy power never going actually v jue win,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.8402}",0.0,0.25,0.75,0.8402,positive,2024-07-02T05:56:35Z
@Unknown-jg4uq,"@@jakeblitzcoffie4859 oh nonono, I meant about the injuries, or is it killing Jué because it&#39;s holding the temporal mandate while being injured?",jakeblitzcoffie oh nonono meant injury killing ju holding temporal mandate injured,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.7964}",0.262,0.0,0.738,-0.7964,negative,2024-07-02T06:29:05Z
@jakeblitzcoffie4859,"@Unknown-jg4uq  We don&#39;t know how serious the injuries actually were. We just know what Jue told us, which seemed to be half truths. All we can do is speculate about its condition until something is 100% confirmed in the story about it.",unknown jg uq know serious injury actually know jue told u seemed half truth speculate condition something confirmed story,"{'neg': 0.029, 'neu': 0.907, 'pos': 0.063, 'compound': 0.3612}",0.029,0.063,0.907,0.3612,positive,2024-07-02T06:36:10Z
@ricepredator,"Great cinematics, but the localization needs more work; most of the time the English translation does not match what the CN version shows. Misspelling happens, but completely different meaning is just sloppy.",great cinematics localization need work time english translation match cn version show misspelling happens completely different meaning sloppy,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.3716}",0.0,0.076,0.924,0.3716,positive,2024-07-02T05:34:26Z
@RanRan_11,"&quot;Most of the time&quot;? Can you give examples of that, because if it really is &quot;most of the time&quot; then I don&#39;t think people wouldn&#39;t be talking more about it.",time give example really time think people talking,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T06:02:13Z
@JS-kb4bk,@@RanRan_11 I don&#39;t think there&#39;s enough Chinese/English multi language speakers for there to be much talk about it,ranran think enough chinese english multi language speaker much talk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T06:18:42Z
@EpixPixel,I&#39;m curious what will happen in next,curious happen next,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.0,0.277,0.723,0.3182,positive,2024-07-02T05:33:25Z
@asura3414,oh wow didnt think they would replay it w the other rover,oh wow didnt think would replay w rover,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5859}",0.0,0.257,0.743,0.5859,positive,2024-07-02T05:31:48Z
@wholethedogsout880,They always should 🤨 why do you sound annoyed by female rover being here?,always sound annoyed female rover,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.3818}",0.14,0.0,0.86,-0.3818,negative,2024-07-02T12:06:25Z
@asura3414,"@@wholethedogsout880 dawg what, quit being an annoyance what that I said made u think I&#39;m annoyed by them showing bother rovers. Its in your face Im surprised they included both what about that is negative",wholethedogsout dawg quit annoyance said made u think annoyed showing bother rover face im surprised included negative,"{'neg': 0.256, 'neu': 0.699, 'pos': 0.044, 'compound': -0.8442}",0.256,0.044,0.699,-0.8442,negative,2024-07-02T21:42:01Z
@MagisterialVoyager,"Hello, I am crying. 🥲🥲🥲 This is such a good story. 1.1 really tugged my heartstrings. The heart of the Wuthering Waves’ story really connects with me; do what’s right, never give up, and move forward with dignity. 😭❤️👏",hello cry good story really tugged heartstrings heart wuthering wave story really connects right never give move forward dignity,"{'neg': 0.111, 'neu': 0.714, 'pos': 0.175, 'compound': 0.5574}",0.111,0.175,0.714,0.5574,positive,2024-07-02T05:30:54Z
@Райдэн,Cool! Wow Trailer,cool wow trailer,"{'neg': 0.0, 'neu': 0.135, 'pos': 0.865, 'compound': 0.75}",0.0,0.865,0.135,0.75,positive,2024-07-02T05:30:52Z
@as7kira,You guys are making cutscenes way better than hollywood movies.,guy making cutscenes way better hollywood movie,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.0,0.244,0.756,0.4404,positive,2024-07-02T05:29:56Z
@theinfamousculebra7221,Make a statement on your monthly revenue Kuro. Sensory Tower did not gather accurate numbers.,make statement monthly revenue kuro sensory tower gather accurate number,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T05:29:25Z
@anonym439,I thought new cutscene,thought new cutscene,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T05:27:02Z
@bikih360,Fix the mobile version of the game bruh to even enjoy something. Ios android both sucks... Optimisation is really bad.,fix mobile version game bruh even enjoy something io android suck optimisation really bad,"{'neg': 0.224, 'neu': 0.57, 'pos': 0.206, 'compound': -0.1263}",0.224,0.206,0.57,-0.1263,negative,2024-07-02T05:22:20Z
@leediaz5690,<b>Everyone who pulls Jinhsi</b><br><br>Me pulls Linyang: GOOD 😤 HAPPY FOR YOU 😡,everyone pull jinhsime pull linyang good happy,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.8429}",0.0,0.35,0.65,0.8429,positive,2024-07-02T05:22:17Z
@sagaleuix2989,This update made me more hype for the Rover than any other character.,update made hype rover character,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T05:21:38Z
@bandilexulu2296,ABSOLUTE PEAK CINEMATIC STORY,absolute peak cinematic story,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T05:19:37Z
@Mint_322,Bro this story almost made me shed a tear,bro story almost made shed tear,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T05:14:43Z
@tonalegoni6404,Tell me you deserve to be our magistrate without telling me you deserve to be our magistrate:,tell deserve magistrate without telling deserve magistrate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-02T05:14:32Z
@xaphongthom6224,Jué is the most yapping dragon I&#39;ve ever seen. Holy shit never seen a god yap so much. <br>Make me see him/her like a wothless worm.,ju yapping dragon ever seen holy shit never seen god yap much make see like wothless worm,"{'neg': 0.175, 'neu': 0.744, 'pos': 0.081, 'compound': -0.443}",0.175,0.081,0.744,-0.443,negative,2024-07-02T05:14:27Z
@SrLlaje,"Cutscenes so good, the official channel couldn&#39;t help but post it themselves.",cutscenes good official channel help post,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.4491}",0.0,0.283,0.717,0.4491,positive,2024-07-02T05:13:06Z
@stephina346,I ship Male rover to male ❤ and I ship Female rover to female I hope they also show Female version of this Female our also strong and the best 😍,ship male rover male ship female rover female hope also show female version female also strong best,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.9559}",0.0,0.37,0.63,0.9559,positive,2024-07-02T05:12:52Z
